compte_id,client_id,type_compte,date_ouverture,solde,statut
91,1786,epargne,2021-01-04,202551.14,actif
92,2382,courant,2021-06-15,300217.82,actif
93,199,professionnel,2019-02-25,322738.63,actif
94,96976,epargne,2020-11-14,179760.29,actif
95,3575,professionnel,2022-07-30,454594.02,actif
96,2089,epargne,2018-11-21,134560.82,suspendu
97,2129,epargne,2017-09-09,84270.83,cloture
98,4237,professionnel,2018-05-01,422951.27,suspendu
99,2987,courant,2018-11-21,44986.25,suspendu
100,757,professionnel,2015-11-08,125195.56,actif
101,2091,epargne,2017-07-15,146576.41,cloture
102,96976,courant,2018-11-24,204732.19,actif
103,548,courant,2016-07-27,310472.32,actif
104,1442,epargne,2023-01-01,471008.05,cloture
105,1936,courant,2018-04-29,301317.17,actif
106,832,epargne,2018-01-15,266976.66,cloture
107,4534,epargne,2018-01-16,76359.3,suspendu
108,2013,courant,2020-07-15,427703.66,cloture
109,4205,courant,2023-07-10,252254.87,actif
110,1106,courant,2015-10-28,234533.44,cloture
111,1982,professionnel,2021-03-31,286932.25,actif
112,2014,epargne,2017-12-24,355104.59,actif
113,1328,professionnel,2015-09-20,33537.02,actif
114,5,epargne,2022-11-03,264446.53,actif
115,3236,professionnel,2021-11-14,444396.35,actif
116,4258,epargne,2021-11-22,375815.63,actif
117,3340,courant,2023-07-24,428963.42,actif
118,299,courant,2016-04-01,299899.11,actif
119,2445,courant,2022-01-06,191286.14,actif
120,196,epargne,2023-04-16,99351.42,actif
121,3568,professionnel,2017-07-03,224970.22,actif
122,1146,professionnel,2020-02-20,198180.39,actif
123,1861,epargne,2019-04-21,243387.92,actif
124,96976,epargne,2018-06-25,231649.65,actif
125,421,courant,2017-06-23,448519.43,suspendu
126,2421,epargne,2015-11-27,175277.56,suspendu
127,3551,courant,2020-01-01,177387.19,actif
128,3909,courant,2023-02-27,33877.83,actif
129,2543,professionnel,2017-10-28,5528.09,actif
130,4601,epargne,2016-01-08,12341.75,actif
131,4269,epargne,2015-05-30,224179.33,actif
132,3771,epargne,2020-07-22,142463.58,actif
133,4236,professionnel,2017-02-05,441766.52,cloture
134,3551,professionnel,2015-08-13,333160.01,actif
135,4640,professionnel,2016-02-23,499322.27,actif
136,3096,epargne,2022-06-26,365724.92,actif
137,1180,courant,2018-05-04,46594.8,actif
138,3231,courant,2015-09-18,22006.71,actif
139,96976,courant,2022-02-12,284647.44,actif
140,1243,epargne,2019-05-05,495213.15,actif
141,543,courant,2015-08-21,132753.84,actif
142,542,courant,2022-12-19,457567.01,actif
143,4043,courant,2016-05-11,334708.57,cloture
144,2808,professionnel,2021-05-01,425296.92,suspendu
145,2115,professionnel,2020-08-16,315762.26,actif
146,96976,professionnel,2023-11-06,341300.72,cloture
147,2010,courant,2015-05-19,216936.68,actif
148,4169,epargne,2023-06-27,486380.57,suspendu
149,421,professionnel,2020-02-10,400836.9,actif
150,1213,professionnel,2018-10-21,422244.1,actif
151,2038,epargne,2017-08-10,463025.82,actif
152,4144,epargne,2022-01-08,371261.78,actif
153,2714,epargne,2016-05-19,121247.09,actif
154,544,epargne,2015-12-20,217811.71,cloture
155,1262,epargne,2023-01-19,489179.31,actif
156,3035,courant,2020-03-28,117841.16,cloture
157,4030,epargne,2018-08-22,202658.85,cloture
158,2347,courant,2017-10-21,168055.64,actif
159,4862,epargne,2016-05-29,50329.92,actif
160,70,courant,2022-04-16,246324.24,actif
161,1245,courant,2015-01-13,235604.07,actif
162,2388,epargne,2021-01-28,333029.12,actif
163,96976,epargne,2020-08-13,49985.65,suspendu
164,675,courant,2015-01-02,410714.89,actif
165,1393,epargne,2023-05-05,53769.24,actif
166,4310,courant,2019-11-03,69308.0,actif
167,2130,courant,2023-10-05,48060.09,actif
168,2325,courant,2021-09-10,426078.22,actif
169,3873,epargne,2021-02-07,475852.29,actif
170,96976,epargne,2019-01-01,397128.75,cloture
171,2676,courant,2019-02-04,230643.38,actif
172,302,courant,2016-01-01,293841.55,actif
173,883,epargne,2017-02-22,74663.41,actif
174,2726,professionnel,2020-06-11,289635.15,actif
175,3567,epargne,2017-01-31,464936.64,actif
176,4523,professionnel,2020-02-23,468718.1,actif
177,3877,professionnel,2015-07-30,182104.67,actif
178,2827,courant,2015-10-31,15689.76,cloture
179,2066,epargne,2018-03-05,406259.4,actif
180,3257,professionnel,2020-07-03,224806.12,cloture
181,3460,professionnel,2020-05-10,479032.56,cloture
182,1508,courant,2017-10-17,477144.79,actif
183,3989,epargne,2017-07-09,21012.74,actif
184,4201,professionnel,2023-06-06,478531.31,suspendu
185,1479,epargne,2015-08-27,385429.97,actif
186,2810,professionnel,2021-05-06,168589.91,actif
187,4105,courant,2018-08-04,73902.92,actif
188,4137,epargne,2021-08-24,444793.19,suspendu
189,1612,epargne,2015-09-02,227476.25,actif
190,4483,epargne,2022-10-07,22256.83,actif
191,3337,professionnel,2016-01-26,237258.78,cloture
192,3798,professionnel,2018-12-06,461544.76,cloture
193,1826,epargne,2019-07-03,150141.25,actif
194,318,courant,2019-04-29,197406.29,actif
195,1878,courant,2018-10-10,476004.29,actif
196,3253,courant,2022-04-25,23881.88,actif
197,2242,professionnel,2022-02-02,8171.7,cloture
198,2509,professionnel,2015-11-15,248317.8,actif
199,4376,professionnel,2019-11-22,389837.4,cloture
200,3187,professionnel,2020-08-03,88618.36,actif
201,117,professionnel,2022-04-22,39838.45,actif
202,3932,courant,2016-09-10,64938.74,actif
203,2116,courant,2019-12-22,335905.43,actif
204,3494,courant,2017-10-15,180714.81,cloture
205,2366,epargne,2016-03-02,38112.89,actif
206,995,courant,2019-01-28,32991.14,cloture
207,2213,courant,2016-12-05,382450.15,actif
208,4100,professionnel,2022-12-01,255389.8,actif
209,2280,courant,2021-01-22,394500.01,actif
210,3178,courant,2019-04-05,362657.62,suspendu
211,708,courant,2017-10-05,72906.47,actif
212,4382,courant,2023-02-22,495556.77,cloture
213,2879,courant,2020-10-14,426753.11,cloture
214,3543,courant,2023-09-20,387931.09,actif
215,1373,courant,2023-03-23,386731.69,actif
216,549,professionnel,2018-11-09,417255.58,suspendu
217,4050,professionnel,2022-10-16,193637.8,actif
218,1632,courant,2015-08-15,226454.71,actif
219,2912,courant,2021-05-03,324358.41,actif
220,61,epargne,2022-11-19,42612.63,cloture
221,4872,professionnel,2016-12-24,296442.75,actif
222,4535,professionnel,2020-10-18,59876.52,cloture
223,2598,courant,2020-04-23,268540.77,actif
224,319,courant,2015-12-08,469524.31,actif
225,1122,professionnel,2019-05-24,407846.68,suspendu
226,96976,epargne,2022-01-04,490655.13,suspendu
227,2981,courant,2023-06-24,154192.57,actif
228,187,courant,2019-11-07,163876.92,actif
229,1126,professionnel,2016-09-14,181266.08,actif
230,2165,epargne,2020-05-31,444204.19,actif
231,1740,professionnel,2016-05-04,115759.69,actif
232,4508,professionnel,2016-05-10,405788.55,actif
233,4730,professionnel,2020-01-21,453159.71,actif
234,823,epargne,2015-09-11,155946.1,cloture
235,762,professionnel,2020-09-01,134524.09,actif
236,564,courant,2015-01-25,53414.35,actif
237,3844,epargne,2021-11-27,270982.21,actif
238,4841,professionnel,2019-03-19,41004.44,actif
239,4662,professionnel,2016-10-07,315419.44,actif
240,1790,professionnel,2017-02-26,84684.79,suspendu
241,4176,courant,2021-12-09,2643.25,actif
242,2239,professionnel,2018-03-11,246326.4,actif
243,3521,courant,2021-08-10,96235.9,actif
244,2821,courant,2021-11-18,486860.75,actif
245,4738,epargne,2019-08-01,124515.34,cloture
246,1022,professionnel,2022-02-24,127499.64,actif
247,12,courant,2021-11-24,295368.68,actif
248,1051,professionnel,2018-02-19,407223.12,actif
249,2039,courant,2015-09-07,115427.83,actif
250,382,professionnel,2016-03-24,342034.08,actif
251,96976,epargne,2016-11-30,287287.36,actif
252,908,professionnel,2015-03-27,206677.92,actif
253,3663,courant,2017-07-02,362157.11,cloture
254,3021,epargne,2021-12-29,189362.32,actif
255,2254,epargne,2018-06-06,428878.12,actif
256,3189,epargne,2018-03-14,434975.54,cloture
257,1989,epargne,2023-04-27,474571.5,actif
258,2066,courant,2022-05-16,231791.25,actif
259,489,professionnel,2022-10-21,262141.0,actif
260,905,epargne,2017-05-24,141723.09,actif
261,113,epargne,2016-02-10,293242.23,actif
262,1838,epargne,2018-06-02,344215.45,actif
263,3907,epargne,2019-08-03,80229.15,actif
264,1094,courant,2018-12-27,322610.18,actif
265,4520,professionnel,2017-06-18,54912.2,actif
266,4277,epargne,2016-09-06,135906.06,actif
267,2542,professionnel,2021-11-13,10149.78,actif
268,878,courant,2019-10-24,126049.38,actif
269,4555,professionnel,2018-02-10,313759.67,suspendu
270,28,courant,2015-05-02,163688.34,actif
271,4538,epargne,2020-10-21,730.26,actif
272,889,professionnel,2020-03-18,360440.38,actif
273,2228,professionnel,2018-05-24,314423.52,actif
274,4929,professionnel,2021-01-26,48044.97,actif
275,1608,courant,2020-07-10,22901.72,actif
276,3862,courant,2020-09-02,246575.27,actif
277,4608,courant,2016-04-18,51596.21,cloture
278,1895,epargne,2015-09-30,102479.68,actif
279,595,courant,2022-07-05,359215.48,actif
280,1758,courant,2021-04-23,48428.09,actif
281,4813,epargne,2017-01-17,495657.79,actif
282,3686,courant,2016-08-03,170407.14,actif
283,974,courant,2019-04-05,395549.77,actif
284,1976,courant,2023-02-05,344498.35,actif
285,53,epargne,2018-09-06,397861.14,cloture
286,820,courant,2023-07-27,291439.6,suspendu
287,2275,courant,2022-04-07,348189.54,suspendu
288,3706,professionnel,2017-10-17,13449.69,actif
289,4684,courant,2019-09-07,96272.31,cloture
290,1919,professionnel,2015-10-08,366220.11,actif
291,96976,courant,2017-04-04,147499.98,actif
292,3683,courant,2017-04-15,15745.45,actif
293,1673,epargne,2020-02-05,417373.2,actif
294,519,courant,2023-01-22,189043.07,actif
295,288,professionnel,2017-12-24,342219.82,cloture
296,890,courant,2017-09-05,105892.59,actif
297,889,epargne,2018-11-25,349843.77,actif
298,4262,professionnel,2020-08-12,443194.1,actif
299,4869,professionnel,2018-09-01,476809.05,actif
300,3647,epargne,2020-05-15,130114.33,actif
301,165,courant,2021-11-26,147767.11,cloture
302,3809,courant,2016-12-17,398300.9,actif
303,441,courant,2016-12-04,280032.42,actif
304,4757,professionnel,2017-04-20,26415.85,actif
305,1899,courant,2019-02-03,454000.63,actif
306,4972,professionnel,2016-04-05,120747.37,actif
307,2779,professionnel,2016-08-04,129829.11,actif
308,1116,courant,2015-10-01,213860.35,cloture
309,1682,courant,2018-10-02,349387.76,actif
310,1211,professionnel,2022-07-11,35717.62,actif
311,4479,courant,2020-06-22,230449.6,actif
312,2767,courant,2015-07-25,382739.72,cloture
313,199,professionnel,2015-07-08,41816.9,actif
314,4800,courant,2016-05-28,343978.2,actif
315,805,epargne,2021-04-27,28623.79,actif
316,4956,courant,2017-07-19,494201.45,actif
317,944,professionnel,2019-12-07,376264.67,actif
318,697,professionnel,2017-07-08,300174.15,actif
319,3906,epargne,2023-05-10,261111.08,cloture
320,1234,courant,2019-12-01,250707.71,cloture
321,2574,epargne,2022-12-23,20191.58,actif
322,216,courant,2015-10-31,1397.79,actif
323,2013,epargne,2020-11-15,318333.96,actif
324,4227,epargne,2017-07-20,202591.67,actif
325,1932,epargne,2017-07-16,398850.07,actif
326,2635,epargne,2015-11-01,183105.32,cloture
327,4726,epargne,2015-09-18,276271.66,actif
328,3849,courant,2021-12-02,103958.26,actif
329,4574,epargne,2021-01-15,393261.61,actif
330,4308,courant,2017-02-20,32257.26,actif
331,385,courant,2021-08-30,126407.56,actif
332,4554,professionnel,2015-01-31,130803.91,actif
333,1454,professionnel,2023-01-22,249223.61,suspendu
334,4225,courant,2021-06-07,359090.7,actif
335,526,epargne,2019-07-23,121113.6,actif
336,1160,professionnel,2021-10-22,309537.34,actif
337,1400,professionnel,2020-03-25,203820.61,actif
338,1989,epargne,2017-03-21,184128.26,actif
339,4329,epargne,2018-08-21,52046.45,suspendu
340,2064,courant,2022-11-10,436722.1,cloture
341,2389,professionnel,2021-08-19,78336.01,suspendu
342,3062,epargne,2015-09-20,93294.54,cloture
343,3024,epargne,2018-03-07,146916.55,suspendu
344,191,professionnel,2016-06-09,234916.03,actif
345,2293,epargne,2023-09-23,287854.7,cloture
346,4139,courant,2018-11-04,365390.04,actif
347,4556,professionnel,2023-07-10,259373.45,cloture
348,2257,epargne,2017-04-14,232841.35,cloture
349,505,professionnel,2020-10-13,18770.49,actif
350,472,epargne,2019-01-23,102319.94,actif
351,2909,courant,2023-12-14,128858.55,actif
352,1001,epargne,2018-10-10,403352.5,cloture
353,738,courant,2022-09-26,263105.71,actif
354,1014,professionnel,2015-10-28,303228.25,actif
355,4861,courant,2018-05-15,246290.53,actif
356,2647,courant,2015-09-01,441191.39,cloture
357,630,courant,2023-08-04,248333.2,suspendu
358,3190,courant,2022-11-08,480369.97,cloture
359,4527,professionnel,2023-12-03,445911.95,actif
360,1515,courant,2015-06-15,498631.55,actif
361,875,epargne,2022-01-22,56007.31,actif
362,4893,professionnel,2015-03-23,122192.92,actif
363,3869,professionnel,2023-06-18,131943.58,actif
364,4884,courant,2022-01-25,458336.06,cloture
365,1751,epargne,2021-04-05,304871.31,actif
366,475,courant,2020-04-17,301845.7,cloture
367,4309,professionnel,2019-11-18,54428.07,actif
368,1896,epargne,2023-02-14,171475.15,actif
369,1142,epargne,2018-04-24,85300.34,actif
370,1767,professionnel,2023-08-10,73941.16,actif
371,2253,epargne,2020-09-29,209134.49,actif
372,299,professionnel,2020-01-01,65026.23,actif
373,352,epargne,2015-05-13,389009.22,actif
374,4034,epargne,2022-04-17,217685.62,cloture
375,380,professionnel,2016-08-19,58256.32,actif
376,148,courant,2018-04-13,437414.55,actif
377,1665,epargne,2021-08-24,198915.16,actif
378,224,epargne,2017-08-14,342454.05,actif
379,1744,courant,2017-12-26,383797.32,actif
380,2790,epargne,2015-11-20,408698.84,actif
381,1503,epargne,2016-11-06,242693.06,cloture
382,3478,professionnel,2017-06-05,310589.33,suspendu
383,2161,epargne,2015-09-08,57914.28,actif
384,4543,courant,2023-12-24,492573.45,cloture
385,2807,epargne,2019-01-15,238443.44,actif
386,4508,professionnel,2023-12-29,68247.64,actif
387,1915,professionnel,2021-05-14,307254.27,actif
388,840,professionnel,2021-04-21,225766.94,actif
389,4962,courant,2023-08-19,184121.41,actif
390,532,epargne,2019-11-11,287043.75,suspendu
391,3712,epargne,2017-10-26,201427.53,actif
392,4693,professionnel,2022-02-27,383314.25,actif
393,3080,professionnel,2020-01-16,415141.09,actif
394,4918,professionnel,2022-10-05,44827.34,actif
395,1190,professionnel,2021-03-25,289639.79,actif
396,4660,courant,2017-07-02,165176.9,actif
397,175,professionnel,2020-04-07,284740.77,cloture
398,1593,courant,2018-03-28,54177.43,cloture
399,1828,epargne,2017-05-27,388134.39,actif
400,4620,professionnel,2015-12-07,203909.55,actif
401,4571,epargne,2017-08-21,198996.89,actif
402,3422,courant,2022-07-09,86957.31,actif
403,4602,professionnel,2018-11-18,259996.89,actif
404,4935,epargne,2019-02-24,449260.95,actif
405,4597,courant,2019-11-05,414006.8,cloture
406,3339,professionnel,2017-01-02,490799.03,suspendu
407,4639,professionnel,2022-05-21,170669.86,actif
408,1207,epargne,2021-02-07,272250.21,actif
409,2180,courant,2021-07-04,286456.64,actif
410,597,courant,2015-04-03,280897.03,cloture
411,805,professionnel,2017-06-24,383245.5,cloture
412,2570,professionnel,2020-09-24,490237.06,cloture
413,2064,courant,2019-07-18,199335.25,actif
414,4814,epargne,2023-08-30,135950.73,cloture
415,242,courant,2023-02-20,376166.42,actif
416,4210,epargne,2021-08-24,453669.51,actif
417,452,courant,2021-08-02,251949.66,actif
418,1584,professionnel,2020-09-11,411780.27,cloture
419,209,courant,2016-02-16,187595.72,actif
420,2288,courant,2019-12-26,314931.01,actif
421,2633,courant,2022-09-16,203895.52,actif
422,96976,courant,2022-07-17,321036.61,actif
423,413,professionnel,2021-04-07,110255.39,actif
424,138,epargne,2022-07-01,221347.47,actif
425,96976,courant,2022-08-22,442717.76,actif
426,3373,professionnel,2017-03-18,298156.0,actif
427,4551,courant,2023-05-16,362494.08,cloture
428,3150,courant,2017-09-27,282710.69,suspendu
429,548,epargne,2015-05-22,198639.45,actif
430,4371,epargne,2016-02-22,485148.49,actif
431,3719,courant,2016-07-08,468620.84,suspendu
432,2574,epargne,2017-11-30,101309.29,suspendu
433,3288,courant,2022-12-13,272342.71,actif
434,88,courant,2017-10-17,339016.35,actif
435,1339,courant,2021-06-18,56310.01,cloture
436,1950,professionnel,2020-05-28,66178.14,actif
437,4698,epargne,2021-05-25,60632.11,actif
438,609,professionnel,2020-01-18,153549.12,actif
439,1382,professionnel,2020-06-30,23892.81,cloture
440,2409,professionnel,2015-09-25,486539.28,actif
441,2257,epargne,2015-11-25,118253.75,actif
442,2050,courant,2021-10-11,235199.01,actif
443,1162,epargne,2023-07-02,333638.18,actif
444,1530,courant,2015-03-29,416978.93,actif
445,4027,professionnel,2018-02-07,51168.98,actif
446,4256,epargne,2017-12-02,286259.9,actif
447,4025,professionnel,2022-06-14,116932.26,actif
448,1898,professionnel,2019-02-19,438321.53,cloture
449,1452,professionnel,2020-06-01,204212.58,actif
450,4690,epargne,2015-05-23,246413.04,actif
451,4462,professionnel,2022-04-17,201390.7,suspendu
452,975,epargne,2023-02-20,350055.77,actif
453,4068,courant,2021-11-22,259138.69,cloture
454,127,epargne,2015-01-14,188058.42,actif
455,1401,courant,2018-10-23,314587.46,actif
456,1305,courant,2021-09-10,339373.56,actif
457,122,epargne,2022-08-11,468529.38,actif
458,3318,professionnel,2017-07-23,366244.82,actif
459,1428,courant,2017-05-12,163696.27,actif
460,3742,professionnel,2015-09-03,278763.21,actif
461,96976,courant,2022-04-25,311718.5,actif
462,4479,courant,2017-09-10,63437.04,suspendu
463,2711,courant,2018-11-28,331156.79,actif
464,4901,professionnel,2019-04-08,253680.62,actif
465,1065,epargne,2020-09-29,423067.77,actif
466,4535,professionnel,2016-02-15,323635.38,actif
467,3702,professionnel,2023-08-20,228942.73,cloture
468,294,professionnel,2022-07-05,45832.86,suspendu
469,1928,professionnel,2021-10-31,223789.59,actif
470,4418,professionnel,2018-03-06,13108.95,actif
471,2252,epargne,2016-04-29,481761.82,actif
472,3780,epargne,2023-05-19,192237.2,actif
473,4708,epargne,2023-08-09,248613.04,cloture
474,1061,epargne,2023-10-13,288402.14,actif
475,313,professionnel,2020-05-31,340781.37,actif
476,1526,professionnel,2019-01-15,184340.46,actif
477,96976,professionnel,2021-02-17,377783.57,actif
478,2719,professionnel,2022-10-08,284596.74,actif
479,1023,courant,2019-10-04,449883.38,actif
480,2807,epargne,2019-07-26,125602.87,suspendu
481,3221,epargne,2021-09-14,98053.62,actif
482,2410,courant,2019-03-13,316974.51,actif
483,4364,professionnel,2019-08-01,394767.55,cloture
484,1821,courant,2016-10-02,170093.03,actif
485,653,professionnel,2020-07-30,93300.9,cloture
486,96976,courant,2020-11-03,194538.27,suspendu
487,1408,epargne,2018-10-09,434167.15,actif
488,4340,professionnel,2021-04-18,51110.36,cloture
489,4133,courant,2021-08-27,184615.71,actif
490,4012,professionnel,2019-06-22,478129.49,suspendu
491,4577,epargne,2015-04-08,304941.93,cloture
492,2354,epargne,2018-10-25,3801.16,actif
493,983,professionnel,2023-09-19,412164.29,actif
494,928,epargne,2023-03-29,82407.44,actif
495,2733,professionnel,2019-01-06,134566.89,actif
496,2984,courant,2021-09-17,153790.24,actif
497,3717,courant,2020-07-23,413799.67,actif
498,1775,professionnel,2017-12-14,183055.06,cloture
499,3437,epargne,2023-12-04,48688.95,cloture
500,3665,epargne,2015-10-12,8028.38,actif
501,1227,professionnel,2016-11-08,141739.4,cloture
502,714,courant,2021-01-07,88662.38,actif
503,4336,courant,2023-11-29,236443.86,actif
504,1079,epargne,2015-02-11,135841.01,actif
505,4213,professionnel,2020-12-04,201096.8,cloture
506,2711,professionnel,2022-04-14,208041.55,suspendu
507,4781,professionnel,2022-01-25,396147.8,actif
508,3623,epargne,2020-01-30,431296.34,actif
509,2768,professionnel,2020-09-26,491576.96,cloture
510,2291,professionnel,2020-10-10,366443.9,actif
511,2980,epargne,2019-11-25,88887.56,actif
512,973,courant,2022-04-14,492693.05,actif
513,52,courant,2015-09-24,77971.57,actif
514,1881,professionnel,2018-12-13,36374.08,actif
515,949,epargne,2020-05-26,34621.29,actif
516,2785,epargne,2015-07-29,260893.45,actif
517,3488,professionnel,2018-02-05,340997.47,actif
518,2330,professionnel,2023-12-05,308454.28,actif
519,4020,courant,2023-07-02,481547.64,actif
520,1820,epargne,2022-08-22,449434.38,cloture
521,2398,professionnel,2022-01-12,74852.34,actif
522,3001,professionnel,2017-11-08,459620.55,actif
523,571,professionnel,2018-09-19,402692.38,actif
524,4452,courant,2017-04-10,95211.86,actif
525,1640,professionnel,2017-06-08,439332.01,actif
526,2498,professionnel,2016-07-29,29492.25,actif
527,737,professionnel,2019-03-01,207684.0,actif
528,1671,professionnel,2022-11-18,172503.55,actif
529,3864,epargne,2023-10-28,353083.35,actif
530,1450,courant,2020-12-15,240039.79,actif
531,2976,professionnel,2019-07-09,241916.68,actif
532,4680,courant,2020-07-15,71222.89,actif
533,3716,epargne,2019-02-07,364778.13,actif
534,4501,courant,2022-06-24,480175.29,actif
535,96976,courant,2022-10-11,343741.42,actif
536,1780,professionnel,2018-03-02,478345.5,suspendu
537,2670,courant,2017-12-08,77595.82,suspendu
538,1754,professionnel,2022-01-03,440779.36,suspendu
539,3499,epargne,2016-04-13,320178.76,actif
540,4511,courant,2019-01-09,448353.28,actif
541,2980,professionnel,2019-02-28,394675.85,cloture
542,4426,courant,2020-06-12,277972.07,actif
543,3424,courant,2023-04-28,362393.03,actif
544,4040,courant,2017-09-30,404120.92,actif
545,161,professionnel,2020-08-28,130518.96,actif
546,4081,professionnel,2016-12-24,90230.23,actif
547,4770,epargne,2015-01-17,93397.36,actif
548,573,courant,2015-12-11,165554.86,actif
549,4882,epargne,2023-12-19,455331.74,actif
550,1756,epargne,2020-07-24,69137.68,suspendu
551,96976,courant,2017-03-22,74619.79,cloture
552,808,courant,2021-03-13,198565.84,cloture
553,445,professionnel,2018-03-16,86633.16,cloture
554,2174,professionnel,2023-04-27,303289.98,suspendu
555,3815,professionnel,2023-07-26,252957.7,actif
556,2862,professionnel,2018-08-01,346659.8,actif
557,3050,professionnel,2023-10-01,178682.13,actif
558,4383,epargne,2016-01-14,399346.03,suspendu
559,332,courant,2015-04-18,139065.09,actif
560,3178,professionnel,2016-05-24,407336.36,cloture
561,4701,epargne,2016-11-11,230107.39,actif
562,1336,courant,2016-08-04,11420.29,actif
563,4729,courant,2020-12-03,332004.18,actif
564,1629,epargne,2019-09-19,326877.35,actif
565,1580,courant,2018-05-04,455827.22,actif
566,3852,courant,2018-07-31,343386.76,actif
567,4987,courant,2017-06-21,198909.75,actif
568,1244,courant,2018-07-11,78702.28,cloture
569,3772,epargne,2022-12-09,376329.93,actif
570,944,professionnel,2016-07-08,57966.95,actif
571,857,courant,2018-01-27,20925.56,actif
572,96976,epargne,2017-04-24,361499.68,actif
573,4335,epargne,2019-03-26,98975.67,actif
574,1754,courant,2019-12-30,285941.92,actif
575,2764,courant,2015-03-25,330168.61,actif
576,2470,professionnel,2016-10-05,74815.89,cloture
577,1443,courant,2016-07-13,142225.22,cloture
578,3235,professionnel,2023-12-06,70305.61,actif
